
1216502380,251,-0.449734,2.501647,0.737598,1.475195,-11.696191,4182954.540967,554229.148189,10S,-4.675039,0.241389,0.000000
1216502380,351,-0.393518,2.445431,0.948340,1.369824,-11.801563,4182954.540967,554229.148189,10S,-4.675039,0.241389,0.000000
1216502380,451,-0.449734,2.501647,1.053711,1.791309,-11.590820,4182954.583586,554229.152321,10S,-4.675039,0.225278,0.000000
1216502380,551,-0.449734,2.501647,1.053711,1.685938,-11.590820,4182954.583586,554229.152321,10S,-4.675039,0.225278,0.000000
1216502380,651,-0.393518,2.445431,0.948340,1.369824,-11.801563,4182954.618837,554229.162384,10S,-4.675039,0.225278,0.000000
1216502380,751,-0.449734,2.473539,0.737598,1.685938,-11.590820,4182954.618837,554229.162384,10S,-4.675039,0.198889,0.000000
1216502380,851,-0.421626,2.529756,0.737598,1.685938,-11.485449,4182954.618837,554229.162384,10S,-4.675039,0.198889,0.000000
1216502380,951,-0.393518,2.501647,0.948340,1.580566,-11.801563,4182954.652236,554229.172459,10S,-4.675039,0.153333,0.000000
1216502381,51,-0.449734,2.445431,0.948340,1.685938,-11.485449,4182954.652236,554229.172459,10S,-4.675039,0.153333,0.000000
1216502381,151,-0.393518,2.501647,0.842969,1.475195,-11.801563,4182954.678219,554229.181112,10S,-4.675039,0.127500,0.000000
1216502381,251,-0.393518,2.473539,0.948340,1.369824,-11.801563,4182954.678219,554229.181112,10S,-4.675039,0.127500,0.000000
1216502381,351,-0.393518,2.445431,1.159082,1.685938,-11.696191,4182954.706053,554229.189753,10S,-4.675039,0.120278,0.000000
1216502381,451,-0.449734,2.473539,1.159082,1.685938,-11.696191,4182954.706053,554229.189753,10S,-4.675039,0.120278,0.000000
1216502381,551,-0.393518,2.501647,0.737598,1.475195,-11.696191,4182954.732016,554229.195465,10S,-4.675039,0.112778,0.000000
1216502381,651,-0.421626,2.529756,0.842969,1.685938,-11.696191,4182954.732016,554229.195465,10S,-4.675039,0.112778,0.000000
1216502381,751,-0.393518,2.445431,0.948340,1.369824,-11.801563,4182954.732016,554229.195465,10S,-4.675039,0.112778,0.000000
1216502381,851,-0.449734,2.445431,1.053711,1.580566,-11.590820,4182954.772832,554229.206962,10S,-4.675039,0.112500,0.000000
1216502381,951,-0.393518,2.529756,0.948340,1.369824,-11.801563,4182954.772832,554229.206962,10S,-4.675039,0.112500,0.000000
1216502382,51,-0.449734,2.501647,0.737598,1.369824,-11.590820,4182954.791398,554229.214193,10S,-4.675039,0.100556,0.000000
1216502382,151,-0.449734,2.501647,1.053711,1.685938,-11.590820,4182954.791398,554229.214193,10S,-4.675039,0.100556,0.000000
1216502382,251,-0.393518,2.445431,0.842969,1.475195,-11.801563,4182954.809954,554229.219954,10S,-4.675039,0.083056,0.000000
1216502382,351,-0.449734,2.473539,1.159082,1.685938,-11.590820,4182954.809954,554229.219954,10S,-4.675039,0.083056,0.000000
1216502382,451,-0.393518,2.473539,0.948340,1.685938,-11.590820,4182954.824817,554229.227209,10S,-4.675039,0.081389,0.000000
1216502382,551,-0.393518,2.529756,0.842969,1.475195,-11.590820,4182954.824817,554229.227209,10S,-4.675039,0.081389,0.000000
1216502382,651,-0.393518,2.473539,0.842969,1.475195,-11.485449,4182954.839688,554229.235935,10S,-4.675039,0.081389,0.000000
1216502382,751,-0.393518,2.501647,0.737598,1.475195,-11.801563,4182954.839688,554229.235935,10S,-4.675039,0.060000,0.000000
1216502382,851,-0.449734,2.445431,1.159082,1.685938,-11.696191,4182954.839688,554229.235935,10S,-4.675039,0.060000,0.000000
